row_seq,t_us,baro_valid,baro_updated,baro_seq,bmp_T,bmp_P,bmp_alt,imu_valid,imu_updated,imu_seq,ax,ay,az,gx,gy,gz,aux_valid,aux_updated,aux_seq,lis_ax,lis_ay,lis_az,att_valid,att_updated,att_seq,q0,q1,q2,q3,auxvz_valid,auxvz_updated,auxvz_seq,a_vertical,est_valid,est_updated,est_seeded,est_seq,est_h,est_v,est_a,P00,P01,P10,P11,arm_state,policy_runtime_enabled,software_arm_token,phase,actuator_us,phase_diag_valid,phase_diag_updated,phase_diag_seq,phase_diag_t_ms,phase_diag_age_ms,phase_launch_latched,phase_burnout_latched,phase_descent_latched,phase_launch_candidate,phase_burnout_candidate,phase_descent_candidate,phase_boost_dwell_met,phase_coast_dwell_met,phase_brake_active,phase_launch_confirm_ms,phase_burnout_confirm_ms,phase_descent_confirm_ms,phase_since_launch_ms,phase_since_burnout_ms,policy_valid,policy_cmd,apogee_no_brake,apogee_full_brake,target_apogee,apogee_error,target_nominal,target_effective,uncertainty_margin,warn_mask,gps_x,gps_y,gps_z,gps_vx,gps_vy,gps_vz
1280,25600000,1,1,1281,3.366278,688.391433,3143.888206,1,1,1281,-0.176298,0.009142,-0.039727,-0.010402,-0.016921,-0.004367,1,1,1281,-0.170594,0.006757,0.017711,1,1,1281,0.999924,0.001793,-0.011936,0.002386,1,1,1281,-9.797316,1,1,1,1281,3044.494134,-10.997376,-9.797316,4.880000,0.016481,0.016481,3.504000,2,1,1,4,1000,1,1,1281,25600,0,1,1,1,0,0,0,1,1,0,24660,21050,1120,24600,20940,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,28.883859,-9.116299,3044.494134,1.358567,-0.081470,-10.997376
1281,25620000,1,1,1282,3.367510,688.410817,3143.667518,1,1,1282,-0.174438,0.007384,-0.036010,-0.010508,-0.016994,-0.004400,1,1,1282,-0.169828,0.004361,0.020958,1,1,1282,0.999924,0.001768,-0.011941,0.002394,1,1,1282,-9.796975,1,1,1,1282,3044.270267,-11.193316,-9.796975,4.881000,0.016430,0.016430,3.504800,2,1,1,4,1000,1,1,1282,25620,0,1,1,1,0,0,0,1,1,0,24680,21070,1140,24620,20960,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,28.911045,-9.117928,3044.270267,1.360035,-0.081370,-11.193316
1282,25640000,1,1,1283,3.368766,688.430541,3143.442961,1,1,1283,-0.172544,0.005626,-0.032234,-0.010611,-0.017064,-0.004433,1,1,1283,-0.169031,0.001965,0.024225,1,1,1283,0.999924,0.001743,-0.011945,0.002402,1,1,1283,-9.796627,1,1,1,1283,3044.042483,-11.389248,-9.796627,4.882000,0.016380,0.016380,3.505600,2,1,1,4,1000,1,1,1283,25640,0,1,1,1,0,0,0,1,1,0,24700,21090,1160,24640,20980,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,28.938260,-9.119554,3044.042483,1.361500,-0.081274,-11.389248
1283,25660000,1,1,1284,3.370046,688.450606,3143.214534,1,1,1284,-0.170617,0.003866,-0.028404,-0.010710,-0.017131,-0.004465,1,1,1284,-0.168201,-0.000431,0.027508,1,1,1284,0.999924,0.001718,-0.011949,0.002410,1,1,1284,-9.796273,1,1,1,1284,3043.810779,-11.585174,-9.796273,4.883000,0.016330,0.016330,3.506400,2,1,1,4,1000,1,1,1284,25660,0,1,1,1,0,0,0,1,1,0,24720,21110,1180,24660,21000,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,28.965505,-9.121179,3043.810779,1.362962,-0.081182,-11.585174
1284,25680000,1,1,1285,3.371348,688.471011,3142.982237,1,1,1285,-0.168656,0.002107,-0.024522,-0.010806,-0.017196,-0.004497,1,1,1285,-0.167339,-0.002827,0.030805,1,1,1285,0.999924,0.001692,-0.011953,0.002418,1,1,1285,-9.795913,1,1,1,1285,3043.575157,-11.781092,-9.795913,4.884000,0.016280,0.016280,3.507200,2,1,1,4,1000,1,1,1285,25680,0,1,1,1,0,0,0,1,1,0,24740,21130,1200,24680,21020,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,28.992779,-9.122801,3043.575157,1.364422,-0.081092,-11.781092
1285,25700000,1,1,1286,3.372673,688.491756,3142.746070,1,1,1286,-0.166662,0.000347,-0.020593,-0.010898,-0.017259,-0.004528,1,1,1286,-0.166445,-0.005221,0.034112,1,1,1286,0.999924,0.001667,-0.011957,0.002426,1,1,1286,-9.795546,1,1,1,1286,3043.335617,-11.977003,-9.795546,4.885000,0.016229,0.016229,3.508000,2,1,1,4,1000,1,1,1286,25700,0,1,1,1,0,0,0,1,1,0,24760,21150,1220,24700,21040,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.020082,-9.124422,3043.335617,1.365879,-0.081007,-11.977003
1286,25720000,1,1,1287,3.374022,688.512842,3142.506032,1,1,1287,-0.164635,-0.001413,-0.016622,-0.010986,-0.017319,-0.004560,1,1,1287,-0.165518,-0.007614,0.037424,1,1,1287,0.999924,0.001641,-0.011960,0.002434,1,1,1287,-9.795174,1,1,1,1287,3043.092159,-12.172906,-9.795174,4.886000,0.016179,0.016179,3.508800,2,1,1,4,1000,1,1,1287,25720,0,1,1,1,0,0,0,1,1,0,24780,21170,1240,24720,21060,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.047414,-9.126042,3043.092159,1.367334,-0.080925,-12.172906
1287,25740000,1,1,1288,3.375394,688.534268,3142.262124,1,1,1288,-0.162576,-0.003173,-0.012612,-0.011072,-0.017377,-0.004591,1,1,1288,-0.164559,-0.010005,0.040738,1,1,1288,0.999924,0.001616,-0.011964,0.002441,1,1,1288,-9.794796,1,1,1,1288,3042.844783,-12.368802,-9.794796,4.887000,0.016128,0.016128,3.509600,2,1,1,4,1000,1,1,1288,25740,0,1,1,1,0,0,0,1,1,0,24800,21190,1260,24740,21080,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.074775,-9.127659,3042.844783,1.368786,-0.080846,-12.368802
1288,25760000,1,1,1289,3.376789,688.556036,3142.014345,1,1,1289,-0.160485,-0.004933,-0.008568,-0.011153,-0.017432,-0.004621,1,1,1289,-0.163566,-0.012394,0.044051,1,1,1289,0.999924,0.001590,-0.011967,0.002449,1,1,1289,-9.794411,1,1,1,1289,3042.593489,-12.564691,-9.794411,4.888000,0.016077,0.016077,3.510400,2,1,1,4,1000,1,1,1289,25760,0,1,1,1,0,0,0,1,1,0,24820,21210,1280,24760,21100,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.102165,-9.129276,3042.593489,1.370235,-0.080771,-12.564691
1289,25780000,1,1,1290,3.378207,688.578143,3141.762696,1,1,1290,-0.158362,-0.006691,-0.004493,-0.011231,-0.017484,-0.004652,1,1,1290,-0.162541,-0.014781,0.047358,1,1,1290,0.999924,0.001564,-0.011970,0.002457,1,1,1290,-9.794020,1,1,1,1290,3042.338278,-12.760571,-9.794020,4.889000,0.016027,0.016027,3.511200,2,1,1,4,1000,1,1,1290,25780,0,1,1,1,0,0,0,1,1,0,24840,21230,1300,24780,21120,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.129585,-9.130890,3042.338278,1.371682,-0.080699,-12.760571
1290,25800000,1,1,1291,3.379648,688.600592,3141.507176,1,1,1291,-0.156209,-0.008449,-0.000393,-0.011305,-0.017534,-0.004682,1,1,1291,-0.161482,-0.017165,0.050656,1,1,1291,0.999924,0.001539,-0.011973,0.002464,1,1,1291,-9.793623,1,1,1,1291,3042.079149,-12.956443,-9.793623,4.890000,0.015976,0.015976,3.512000,2,1,1,4,1000,1,1,1291,25800,0,1,1,1,0,0,0,1,1,0,24860,21250,1320,24800,21140,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.157033,-9.132504,3042.079149,1.373125,-0.080631,-12.956443
1291,25820000,1,1,1292,3.381113,688.623381,3141.247784,1,1,1292,-0.154025,-0.010206,0.003729,-0.011376,-0.017582,-0.004712,1,1,1292,-0.160391,-0.019545,0.053941,1,1,1292,0.999924,0.001513,-0.011976,0.002472,1,1,1292,-9.793220,1,1,1,1292,3041.816103,-13.152308,-9.793220,4.891000,0.015925,0.015925,3.512800,2,1,1,4,1000,1,1,1292,25820,0,1,1,1,0,0,0,1,1,0,24880,21270,1340,24820,21160,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.184510,-9.134115,3041.816103,1.374566,-0.080566,-13.152308
1292,25840000,1,1,1293,3.382600,688.646510,3140.984522,1,1,1293,-0.151811,-0.011962,0.007869,-0.011443,-0.017627,-0.004742,1,1,1293,-0.159266,-0.021922,0.057210,1,1,1293,0.999924,0.001487,-0.011979,0.002479,1,1,1293,-9.792811,1,1,1,1293,3041.549139,-13.348164,-9.792811,4.892000,0.015874,0.015874,3.513600,2,1,1,4,1000,1,1,1293,25840,0,1,1,1,0,0,0,1,1,0,24900,21290,1360,24840,21180,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.212015,-9.135726,3041.549139,1.376004,-0.080505,-13.348164
1293,25860000,1,1,1294,3.384111,688.669981,3140.717389,1,1,1294,-0.149567,-0.013716,0.012021,-0.011506,-0.017669,-0.004771,1,1,1294,-0.158108,-0.024295,0.060458,1,1,1294,0.999924,0.001461,-0.011982,0.002486,1,1,1294,-9.792396,1,1,1,1294,3041.278259,-13.544012,-9.792396,4.893000,0.015823,0.015823,3.514400,2,1,1,4,1000,1,1,1294,25860,0,1,1,1,0,0,0,1,1,0,24920,21310,1380,24860,21200,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.239550,-9.137336,3041.278259,1.377440,-0.080448,-13.544012
1294,25880000,1,1,1295,3.385645,688.693792,3140.446384,1,1,1295,-0.147293,-0.015469,0.016182,-0.011565,-0.017709,-0.004800,1,1,1295,-0.156916,-0.026663,0.063682,1,1,1295,0.999924,0.001435,-0.011984,0.002494,1,1,1295,-9.791975,1,1,1,1295,3041.003462,-13.739852,-9.791975,4.894000,0.015772,0.015772,3.515200,2,1,1,4,1000,1,1,1295,25880,0,1,1,1,0,0,0,1,1,0,24940,21330,1400,24880,21220,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.267113,-9.138944,3041.003462,1.378872,-0.080393,-13.739852
1295,25900000,1,1,1296,3.387202,688.717944,3140.171508,1,1,1296,-0.144991,-0.017220,0.020348,-0.011621,-0.017747,-0.004828,1,1,1296,-0.155691,-0.029027,0.066878,1,1,1296,0.999924,0.001408,-0.011986,0.002501,1,1,1296,-9.791547,1,1,1,1296,3040.724749,-13.935682,-9.791547,4.895000,0.015721,0.015721,3.516000,2,1,1,4,1000,1,1,1296,25900,0,1,1,1,0,0,0,1,1,0,24960,21350,1420,24900,21240,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.294705,-9.140551,3040.724749,1.380302,-0.080343,-13.935682
1296,25920000,1,1,1297,3.388783,688.742437,3139.892760,1,1,1297,-0.142661,-0.018969,0.024514,-0.011673,-0.017782,-0.004857,1,1,1297,-0.154432,-0.031386,0.070044,1,1,1297,0.999924,0.001382,-0.011988,0.002508,1,1,1297,-9.791114,1,1,1,1297,3040.442118,-14.131505,-9.791114,4.896000,0.015670,0.015670,3.516800,2,1,1,4,1000,1,1,1297,25920,0,1,1,1,0,0,0,1,1,0,24980,21370,1440,24920,21260,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.322325,-9.142158,3040.442118,1.381729,-0.080295,-14.131505
1297,25940000,1,1,1298,3.390386,688.767271,3139.610140,1,1,1298,-0.140302,-0.020715,0.028675,-0.011721,-0.017814,-0.004885,1,1,1298,-0.153140,-0.033739,0.073174,1,1,1298,0.999924,0.001356,-0.011990,0.002516,1,1,1298,-9.790674,1,1,1,1298,3040.155572,-14.327318,-9.790674,4.897000,0.015619,0.015619,3.517600,2,1,1,4,1000,1,1,1298,25940,0,1,1,1,0,0,0,1,1,0,25000,21390,1460,24940,21280,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.349974,-9.143763,3040.155572,1.383153,-0.080252,-14.327318
1298,25960000,1,1,1299,3.392013,688.792446,3139.323648,1,1,1299,-0.137916,-0.022459,0.032828,-0.011766,-0.017843,-0.004912,1,1,1299,-0.151814,-0.036086,0.076265,1,1,1299,0.999924,0.001330,-0.011992,0.002523,1,1,1299,-9.790228,1,1,1,1299,3039.865110,-14.523123,-9.790228,4.898000,0.015568,0.015568,3.518400,2,1,1,4,1000,1,1,1299,25960,0,1,1,1,0,0,0,1,1,0,25020,21410,1480,24960,21300,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.377651,-9.145368,3039.865110,1.384574,-0.080212,-14.523123
1299,25980000,1,1,1300,3.393662,688.817962,3139.033285,1,1,1300,-0.135503,-0.024200,0.036968,-0.011806,-0.017871,-0.004940,1,1,1300,-0.150454,-0.038427,0.079314,1,1,1300,0.999924,0.001303,-0.011994,0.002530,1,1,1300,-9.789776,1,1,1,1300,3039.570731,-14.718918,-9.789776,4.899000,0.015516,0.015516,3.519200,2,1,1,4,1000,1,1,1300,25980,0,1,1,1,0,0,0,1,1,0,25040,21430,1500,24980,21320,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.405357,-9.146972,3039.570731,1.385992,-0.080175,-14.718918
1300,26000000,1,1,1301,3.395335,688.843819,3138.739049,1,1,1301,-0.133063,-0.025938,0.041090,-0.011843,-0.017895,-0.004967,1,1,1301,-0.149060,-0.040762,0.082318,1,1,1301,0.999924,0.001277,-0.011995,0.002537,1,1,1301,-9.789318,1,1,1,1301,3039.272437,-14.914705,-9.789318,4.900000,0.015465,0.015465,3.520000,2,1,1,4,1000,1,1,1301,26000,0,1,1,1,0,0,0,1,1,0,25060,21450,1520,25000,21340,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.433091,-9.148575,3039.272437,1.387407,-0.080142,-14.914705
1301,26020000,1,1,1302,3.397031,688.870017,3138.440940,1,1,1302,-0.130597,-0.027673,0.045192,-0.011876,-0.017917,-0.004994,1,1,1302,-0.147633,-0.043090,0.085272,1,1,1302,0.999924,0.001250,-0.011997,0.002544,1,1,1302,-9.788854,1,1,1,1302,3038.970227,-15.110482,-9.788854,4.901000,0.015414,0.015414,3.520800,2,1,1,4,1000,1,1,1302,26020,0,1,1,1,0,0,0,1,1,0,25080,21470,1540,25020,21360,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.460853,-9.150178,3038.970227,1.388819,-0.080112,-15.110482
1302,26040000,1,1,1303,3.398751,688.896556,3138.138960,1,1,1303,-0.128106,-0.029405,0.049268,-0.011905,-0.017937,-0.005020,1,1,1303,-0.146171,-0.045410,0.088173,1,1,1303,0.999924,0.001223,-0.011998,0.002551,1,1,1303,-9.788384,1,1,1,1303,3038.664103,-15.306249,-9.788384,4.902000,0.015362,0.015362,3.521600,2,1,1,4,1000,1,1,1303,26040,0,1,1,1,0,0,0,1,1,0,25100,21490,1560,25040,21380,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.488643,-9.151779,3038.664103,1.390228,-0.080086,-15.306249
1303,26060000,1,1,1304,3.400493,688.923436,3137.833106,1,1,1304,-0.125590,-0.031133,0.053314,-0.011930,-0.017953,-0.005046,1,1,1304,-0.144676,-0.047723,0.091019,1,1,1304,0.999924,0.001197,-0.011999,0.002558,1,1,1304,-9.787907,1,1,1,1304,3038.354062,-15.502008,-9.787907,4.903000,0.015311,0.015311,3.522400,2,1,1,4,1000,1,1,1304,26060,0,1,1,1,0,0,0,1,1,0,25120,21510,1580,25060,21400,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.516462,-9.153381,3038.354062,1.391634,-0.080063,-15.502008
1304,26080000,1,1,1305,3.402259,688.950658,3137.523380,1,1,1305,-0.123049,-0.032858,0.057326,-0.011951,-0.017968,-0.005072,1,1,1305,-0.143147,-0.050027,0.093805,1,1,1305,0.999924,0.001170,-0.012000,0.002565,1,1,1305,-9.787425,1,1,1,1305,3038.040107,-15.697756,-9.787425,4.904000,0.015259,0.015259,3.523200,2,1,1,4,1000,1,1,1305,26080,0,1,1,1,0,0,0,1,1,0,25140,21530,1600,25080,21420,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.544309,-9.154982,3038.040107,1.393037,-0.080044,-15.697756
1305,26100000,1,1,1306,3.404047,688.978221,3137.209781,1,1,1306,-0.120484,-0.034578,0.061300,-0.011969,-0.017979,-0.005098,1,1,1306,-0.141584,-0.052324,0.096529,1,1,1306,0.999924,0.001143,-0.012000,0.002572,1,1,1306,-9.786936,1,1,1,1306,3037.722237,-15.893495,-9.786936,4.905000,0.015207,0.015207,3.524000,2,1,1,4,1000,1,1,1306,26100,0,1,1,1,0,0,0,1,1,0,25160,21550,1620,25100,21440,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.572183,-9.156583,3037.722237,1.394436,-0.080028,-15.893495
1306,26120000,1,1,1307,3.405859,689.006125,3136.892309,1,1,1307,-0.117895,-0.036295,0.065233,-0.011983,-0.017988,-0.005123,1,1,1307,-0.139988,-0.054611,0.099187,1,1,1307,0.999924,0.001116,-0.012001,0.002578,1,1,1307,-9.786442,1,1,1,1307,3037.400453,-16.089224,-9.786442,4.906000,0.015155,0.015155,3.524800,2,1,1,4,1000,1,1,1307,26120,0,1,1,1,0,0,0,1,1,0,25180,21570,1640,25120,21460,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.600086,-9.158183,3037.400453,1.395833,-0.080016,-16.089224
1307,26140000,1,1,1308,3.407694,689.034371,3136.570964,1,1,1308,-0.115283,-0.038006,0.069119,-0.011992,-0.017995,-0.005148,1,1,1308,-0.138357,-0.056890,0.101776,1,1,1308,0.999924,0.001089,-0.012001,0.002585,1,1,1308,-9.785941,1,1,1,1308,3037.074754,-16.284942,-9.785941,4.907000,0.015104,0.015104,3.525600,2,1,1,4,1000,1,1,1308,26140,0,1,1,1,0,0,0,1,1,0,25200,21590,1660,25140,21480,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.628017,-9.159783,3037.074754,1.397227,-0.080007,-16.284942
1308,26160000,1,1,1309,3.409552,689.062958,3136.245745,1,1,1309,-0.112648,-0.039714,0.072956,-0.011998,-0.017999,-0.005172,1,1,1309,-0.136693,-0.059159,0.104293,1,1,1309,0.999924,0.001062,-0.012001,0.002592,1,1,1309,-9.785434,1,1,1,1309,3036.745141,-16.480651,-9.785434,4.908000,0.015052,0.015052,3.526400,2,1,1,4,1000,1,1,1309,26160,0,1,1,1,0,0,0,1,1,0,25220,21610,1680,25160,21500,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.655975,-9.161383,3036.745141,1.398617,-0.080002,-16.480651
1309,26180000,1,1,1310,3.411434,689.091886,3135.916653,1,1,1310,-0.109992,-0.041416,0.076739,-0.012000,-0.018000,-0.005196,1,1,1310,-0.134995,-0.061418,0.106735,1,1,1310,0.999924,0.001035,-0.012001,0.002598,1,1,1310,-9.784921,1,1,1,1310,3036.411614,-16.676350,-9.784921,4.909000,0.015000,0.015000,3.527200,2,1,1,4,1000,1,1,1310,26180,0,1,1,1,0,0,0,1,1,0,25240,21630,1700,25180,21520,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.683961,-9.162983,3036.411614,1.400004,-0.080000,-16.676350
1310,26200000,1,1,1311,3.413338,689.121156,3135.583687,1,1,1311,-0.107314,-0.043114,0.080464,-0.011998,-0.017999,-0.005220,1,1,1311,-0.133263,-0.063667,0.109099,1,1,1311,0.999924,0.001008,-0.012001,0.002605,1,1,1311,-9.784402,1,1,1,1311,3036.074173,-16.872038,-9.784402,4.910000,0.014948,0.014948,3.528000,2,1,1,4,1000,1,1,1311,26200,0,1,1,1,0,0,0,1,1,0,25260,21650,1720,25200,21540,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.711975,-9.164583,3036.074173,1.401388,-0.080002,-16.872038
1311,26220000,1,1,1312,3.415266,689.150768,3135.246847,1,1,1312,-0.104615,-0.044806,0.084129,-0.011992,-0.017995,-0.005244,1,1,1312,-0.131498,-0.065906,0.111383,1,1,1312,0.999924,0.000981,-0.012001,0.002612,1,1,1312,-9.783877,1,1,1,1312,3035.732819,-17.067715,-9.783877,4.911000,0.014896,0.014896,3.528800,2,1,1,4,1000,1,1,1312,26220,0,1,1,1,0,0,0,1,1,0,25280,21670,1740,25220,21560,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.740017,-9.166184,3035.732819,1.402769,-0.080007,-17.067715
1312,26240000,1,1,1313,3.417217,689.180721,3134.906134,1,1,1313,-0.101895,-0.046493,0.087728,-0.011982,-0.017988,-0.005267,1,1,1313,-0.129699,-0.068134,0.113584,1,1,1313,0.999924,0.000954,-0.012001,0.002618,1,1,1313,-9.783345,1,1,1,1313,3035.387551,-17.263382,-9.783345,4.912000,0.014844,0.014844,3.529600,2,1,1,4,1000,1,1,1313,26240,0,1,1,1,0,0,0,1,1,0,25300,21690,1760,25240,21580,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.768086,-9.167784,3035.387551,1.404147,-0.080016,-17.263382
1313,26260000,1,1,1314,3.419191,689.211016,3134.561546,1,1,1314,-0.099155,-0.048174,0.091259,-0.011969,-0.017979,-0.005290,1,1,1314,-0.127867,-0.070350,0.115698,1,1,1314,0.999924,0.000927,-0.012000,0.002624,1,1,1314,-9.782808,1,1,1,1314,3035.038371,-17.459038,-9.782808,4.913000,0.014792,0.014792,3.530400,2,1,1,4,1000,1,1,1314,26260,0,1,1,1,0,0,0,1,1,0,25320,21710,1780,25260,21600,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.796183,-9.169384,3035.038371,1.405521,-0.080028,-17.459038
1314,26280000,1,1,1315,3.421188,689.241652,3134.213084,1,1,1315,-0.096396,-0.049849,0.094718,-0.011951,-0.017968,-0.005312,1,1,1315,-0.126001,-0.072555,0.117725,1,1,1315,0.999924,0.000899,-0.012000,0.002631,1,1,1315,-9.782265,1,1,1,1315,3034.685277,-17.654684,-9.782265,4.914000,0.014739,0.014739,3.531200,2,1,1,4,1000,1,1,1315,26280,0,1,1,1,0,0,0,1,1,0,25340,21730,1800,25280,21620,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.824307,-9.170985,3034.685277,1.406892,-0.080044,-17.654684
1315,26300000,1,1,1316,3.423208,689.272630,3133.860747,1,1,1316,-0.093618,-0.051519,0.098102,-0.011930,-0.017953,-0.005334,1,1,1316,-0.124103,-0.074749,0.119660,1,1,1316,0.999924,0.000872,-0.011999,0.002637,1,1,1316,-9.781715,1,1,1,1316,3034.328271,-17.850318,-9.781715,4.915000,0.014687,0.014687,3.532000,2,1,1,4,1000,1,1,1316,26300,0,1,1,1,0,0,0,1,1,0,25360,21750,1820,25300,21640,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.852458,-9.172586,3034.328271,1.408260,-0.080063,-17.850318
1316,26320000,1,1,1317,3.425251,689.303950,3133.504536,1,1,1317,-0.090822,-0.053182,0.101408,-0.011905,-0.017936,-0.005356,1,1,1317,-0.122171,-0.076930,0.121503,1,1,1317,0.999924,0.000845,-0.011998,0.002643,1,1,1317,-9.781159,1,1,1,1317,3033.967352,-18.045941,-9.781159,4.916000,0.014635,0.014635,3.532800,2,1,1,4,1000,1,1,1317,26320,0,1,1,1,0,0,0,1,1,0,25380,21770,1840,25320,21660,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.880637,-9.174187,3033.967352,1.409624,-0.080086,-18.045941
1317,26340000,1,1,1318,3.427318,689.335612,3133.144450,1,1,1318,-0.088008,-0.054839,0.104632,-0.011876,-0.017917,-0.005377,1,1,1318,-0.120206,-0.079098,0.123250,1,1,1318,0.999924,0.000817,-0.011997,0.002650,1,1,1318,-9.780598,1,1,1,1318,3033.602521,-18.241553,-9.780598,4.917000,0.014582,0.014582,3.533600,2,1,1,4,1000,1,1,1318,26340,0,1,1,1,0,0,0,1,1,0,25400,21790,1860,25340,21680,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.908843,-9.175789,3033.602521,1.410985,-0.080112,-18.241553
1318,26360000,1,1,1319,3.429407,689.367616,3132.780490,1,1,1319,-0.085177,-0.056489,0.107771,-0.011843,-0.017895,-0.005399,1,1,1319,-0.118208,-0.081254,0.124900,1,1,1319,0.999924,0.000790,-0.011995,0.002656,1,1,1319,-9.780030,1,1,1,1319,3033.233778,-18.437154,-9.780030,4.918000,0.014530,0.014530,3.534400,2,1,1,4,1000,1,1,1319,26360,0,1,1,1,0,0,0,1,1,0,25420,21810,1880,25360,21700,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.937077,-9.177392,3033.233778,1.412343,-0.080142,-18.437154
1319,26380000,1,1,1320,3.431520,689.399962,3132.412654,1,1,1320,-0.082328,-0.058132,0.110822,-0.011806,-0.017870,-0.005419,1,1,1320,-0.116178,-0.083397,0.126451,1,1,1320,0.999924,0.000763,-0.011994,0.002662,1,1,1320,-9.779456,1,1,1,1320,3032.861123,-18.632743,-9.779456,4.919000,0.014477,0.014477,3.535200,2,1,1,4,1000,1,1,1320,26380,0,1,1,1,0,0,0,1,1,0,25440,21830,1900,25380,21720,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.965337,-9.178995,3032.861123,1.413697,-0.080175,-18.632743
1320,26400000,1,1,1321,3.433656,689.432650,3132.040943,1,1,1321,-0.079464,-0.059768,0.113783,-0.011765,-0.017843,-0.005440,1,1,1321,-0.114115,-0.085526,0.127901,1,1,1321,0.999924,0.000735,-0.011992,0.002668,1,1,1321,-9.778876,1,1,1,1321,3032.484556,-18.828320,-9.778876,4.920000,0.014425,0.014425,3.536000,2,1,1,4,1000,1,1,1321,26400,0,1,1,1,0,0,0,1,1,0,25460,21850,1920,25400,21740,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,29.993625,-9.180599,3032.484556,1.415048,-0.080212,-18.828320
1321,26420000,1,1,1322,3.435815,689.465680,3131.665356,1,1,1322,-0.076585,-0.061397,0.116650,-0.011721,-0.017814,-0.005460,1,1,1322,-0.112020,-0.087641,0.129247,1,1,1322,0.999924,0.000707,-0.011990,0.002674,1,1,1322,-9.778290,1,1,1,1322,3032.104079,-19.023886,-9.778290,4.921000,0.014372,0.014372,3.536800,2,1,1,4,1000,1,1,1322,26420,0,1,1,1,0,0,0,1,1,0,25480,21870,1940,25420,21760,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,30.021939,-9.182204,3032.104079,1.416395,-0.080252,-19.023886
1322,26440000,1,1,1323,3.437997,689.499052,3131.285894,1,1,1323,-0.073690,-0.063018,0.119422,-0.011673,-0.017781,-0.005480,1,1,1323,-0.109893,-0.089742,0.130489,1,1,1323,0.999924,0.000680,-0.011988,0.002680,1,1,1323,-9.777697,1,1,1,1323,3031.719690,-19.219440,-9.777697,4.922000,0.014319,0.014319,3.537600,2,1,1,4,1000,1,1,1323,26440,0,1,1,1,0,0,0,1,1,0,25500,21890,1960,25440,21780,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,30.050280,-9.183809,3031.719690,1.417739,-0.080296,-19.219440
