t_us,bmp_T,bmp_P,bmp_alt,ax,ay,az,gx,gy,gz,lis_ax,lis_ay,lis_az,q0,q1,q2,q3,a_vertical,est_h,est_v,est_a,P00,P01,P10,P11,arm_state,policy_runtime_enabled,software_arm_token,phase,actuator_us,phase_diag_valid,phase_diag_updated,phase_diag_seq,phase_diag_t_ms,phase_diag_age_ms,phase_launch_latched,phase_burnout_latched,phase_descent_latched,phase_launch_candidate,phase_burnout_candidate,phase_descent_candidate,phase_boost_dwell_met,phase_coast_dwell_met,phase_brake_active,phase_launch_confirm_ms,phase_burnout_confirm_ms,phase_descent_confirm_ms,phase_since_launch_ms,phase_since_burnout_ms,policy_valid,policy_cmd,apogee_no_brake,apogee_full_brake,target_apogee,apogee_error,warn_mask,gps_x,gps_y,gps_z,gps_vx,gps_vy,gps_vz
26500000,22.607944,977.494663,301.707990,-0.179702,-0.103073,10.056210,0.013141,-0.011931,-0.011966,-0.216378,-0.133495,10.133416,0.963847,0.006645,0.017908,0.265772,0.175219,146.191798,-10.487967,0.175219,1.097256,0.012976,0.012976,0.170509,2,1,1,4,1000.000000,1,1,1326,26500,0,1,1,1,1,1,1,1,1,0,25900,24700,19120,25840,24580,0,0.000000,146.191798,146.191798,298.952500,-152.760702,0,58.776409,17.214679,145.402104,2.323758,0.679492,-10.328315
26520000,22.609343,977.519164,301.495384,-0.179055,-0.110169,10.037038,0.013380,-0.011960,-0.011821,-0.216622,-0.141949,10.112268,0.963802,0.006512,0.017712,0.265951,0.178396,145.979444,-10.486297,0.178396,1.097885,0.012980,0.012980,0.170501,2,1,1,4,1000.000000,1,1,1327,26520,0,1,1,1,1,1,1,1,1,0,25920,24720,19140,25860,24600,0,0.000000,145.979444,145.979444,298.952200,-152.972756,0,58.829936,17.234891,145.195528,2.323852,0.681063,-10.329211
26540000,22.610742,977.543666,301.283895,-0.173834,-0.115406,10.015153,0.013602,-0.011982,-0.011676,-0.212157,-0.148450,10.087902,0.963757,0.006376,0.017513,0.266131,0.181366,145.767188,-10.484629,0.181366,1.098514,0.012983,0.012983,0.170493,2,1,1,4,1000.000000,1,1,1328,26540,0,1,1,1,1,1,1,1,1,0,25940,24740,19160,25880,24620,0,0.000000,145.767188,145.767188,298.951900,-153.184712,0,58.883031,17.255222,144.989154,2.323940,0.682649,-10.330250
26560000,22.612140,977.568168,301.073456,-0.164172,-0.118695,9.991751,0.013810,-0.011995,-0.011529,-0.203113,-0.152908,10.061529,0.963712,0.006239,0.017311,0.266310,0.184127,145.555036,-10.482964,0.184127,1.099143,0.012986,0.012986,0.170485,2,1,1,4,1000.000000,1,1,1329,26560,0,1,1,1,1,1,1,1,1,0,25960,24760,19180,25900,24640,0,0.000000,145.555036,145.555036,298.951600,-153.396564,0,58.935688,17.275671,144.782979,2.324023,0.684249,-10.331431
26580000,22.613539,977.592670,300.863982,-0.150317,-0.119981,9.968089,0.014001,-0.012000,-0.011381,-0.189736,-0.155263,10.034428,0.963667,0.006099,0.017107,0.266490,0.186675,145.342990,-10.481303,0.186675,1.099772,0.012990,0.012990,0.170476,2,1,1,4,1000.000000,1,1,1330,26580,0,1,1,1,1,1,1,1,1,0,25980,24780,19200,25920,24660,0,0.000000,145.342990,145.342990,298.951300,-153.608310,0,58.987899,17.296234,144.577002,2.324101,0.685864,-10.332752
26600000,22.614937,977.617173,300.655368,-0.132621,-0.119243,9.945427,0.014176,-0.011997,-0.011233,-0.172377,-0.155490,10.007881,0.963621,0.005957,0.016900,0.266670,0.189007,145.131056,-10.479646,0.189007,1.100401,0.012993,0.012993,0.170468,2,1,1,4,1000.000000,1,1,1331,26600,0,1,1,1,1,1,1,1,1,0,26000,24800,19220,25940,24680,0,0.000000,145.131056,145.131056,298.951000,-153.819944,0,59.039657,17.316908,144.371223,2.324177,0.687492,-10.334210
26620000,22.616336,977.641676,300.447495,-0.111538,-0.116492,9.924969,0.014334,-0.011986,-0.011083,-0.151486,-0.153599,9.983118,0.963576,0.005814,0.016691,0.266850,0.191121,144.919234,-10.477992,0.191121,1.101030,0.012997,0.012997,0.170460,2,1,1,4,1000.000000,1,1,1332,26620,0,1,1,1,1,1,1,1,1,0,26020,24820,19240,25960,24700,0,0.000000,144.919234,144.919234,298.950700,-154.031466,0,59.090956,17.337690,144.165639,2.324250,0.689134,-10.335804
26640000,22.617734,977.666180,300.240230,-0.087605,-0.111775,9.907799,0.014476,-0.011967,-0.010933,-0.127603,-0.149634,9.961252,0.963531,0.005668,0.016480,0.267030,0.193014,144.707529,-10.476343,0.193014,1.101660,0.013000,0.013000,0.170452,2,1,1,4,1000.000000,1,1,1333,26640,0,1,1,1,1,1,1,1,1,0,26040,24840,19260,25980,24720,0,0.000000,144.707529,144.707529,298.950400,-154.242871,0,59.141790,17.358576,143.960249,2.324321,0.690788,-10.337529
26660000,22.619133,977.690685,300.033432,-0.061434,-0.105171,9.894834,0.014601,-0.011939,-0.010782,-0.101338,-0.143672,9.943232,0.963485,0.005520,0.016266,0.267210,0.194683,144.495942,-10.474698,0.194683,1.102290,0.013003,0.013003,0.170444,2,1,1,4,1000.000000,1,1,1334,26660,0,1,1,1,1,1,1,1,1,0,26060,24860,19280,26000,24740,0,0.000000,144.495942,144.495942,298.950100,-154.454158,0,59.192155,17.379565,143.755053,2.324393,0.692454,-10.339384
26680000,22.620531,977.715190,299.826951,-0.033694,-0.096793,9.886778,0.014710,-0.011904,-0.010630,-0.073360,-0.135823,9.929796,0.963440,0.005371,0.016050,0.267390,0.196128,144.284475,-10.473058,0.196128,1.102920,0.013007,0.013007,0.170436,2,1,1,4,1000.000000,1,1,1335,26680,0,1,1,1,1,1,1,1,1,0,26080,24880,19300,26020,24760,0,0.000000,144.284475,144.284475,298.949800,-154.665325,0,59.242047,17.400651,143.550047,2.324465,0.694133,-10.341366
26700000,22.621930,977.739695,299.620635,-0.005093,-0.086781,9.884087,0.014801,-0.011861,-0.010477,-0.044378,-0.126227,9.921436,0.963394,0.005220,0.015831,0.267571,0.197346,144.073129,-10.471424,0.197346,1.103550,0.013010,0.013010,0.170427,2,1,1,4,1000.000000,1,1,1336,26700,0,1,1,1,1,1,1,1,1,0,26100,24900,19320,26040,24780,0,0.000000,144.073129,144.073129,298.949500,-154.876371,0,59.291460,17.421833,143.345232,2.324540,0.695822,-10.343471
26720000,22.623328,977.764201,299.414330,0.023637,-0.075305,9.886948,0.014875,-0.011809,-0.010323,-0.015125,-0.115052,9.918377,0.963348,0.005067,0.015610,0.267751,0.198336,143.861903,-10.469795,0.198336,1.104181,0.013014,0.013014,0.170419,2,1,1,4,1000.000000,1,1,1337,26720,0,1,1,1,1,1,1,1,1,0,26120,24920,19340,26060,24800,0,0.000000,143.861903,143.861903,298.949200,-155.087297,0,59.340393,17.443106,143.140604,2.324617,0.697522,-10.345697
26740000,22.624726,977.788707,299.207886,0.051764,-0.062558,9.895270,0.014932,-0.011750,-0.010169,0.013664,-0.102489,9.920568,0.963302,0.004912,0.015387,0.267932,0.199096,143.650799,-10.468172,0.199096,1.104811,0.013017,0.013017,0.170411,2,1,1,4,1000.000000,1,1,1338,26740,0,1,1,1,1,1,1,1,1,0,26140,24940,19360,26080,24820,0,0.000000,143.650799,143.650799,298.948900,-155.298101,0,59.388842,17.464468,142.936162,2.324698,0.699233,-10.348041
26760000,22.626125,977.813214,299.001159,0.078569,-0.048755,9.908687,0.014972,-0.011683,-0.010013,0.041267,-0.088755,9.927684,0.963257,0.004756,0.015162,0.268113,0.199627,143.439816,-10.466556,0.199627,1.105442,0.013021,0.013021,0.170403,2,1,1,4,1000.000000,1,1,1339,26760,0,1,1,1,1,1,1,1,1,0,26160,24960,19380,26100,24840,0,0.000000,143.439816,143.439816,298.948600,-155.508784,0,59.436805,17.485915,142.731905,2.324783,0.700954,-10.350499
26780000,22.627523,977.837721,298.794014,0.103367,-0.034129,9.926578,0.014994,-0.011607,-0.009857,0.066998,-0.074081,9.939145,0.963211,0.004598,0.014934,0.268293,0.199927,143.228952,-10.464945,0.199927,1.106073,0.013024,0.013024,0.170395,2,1,1,4,1000.000000,1,1,1340,26780,0,1,1,1,1,1,1,1,1,0,26180,24980,19400,26120,24860,0,0.000000,143.228952,143.228952,298.948300,-155.719348,0,59.484281,17.507444,142.527830,2.324875,0.702684,-10.353069
26800000,22.628921,977.862229,298.586328,0.125524,-0.018928,9.948094,0.015000,-0.011524,-0.009700,0.090219,-0.058714,9.954148,0.963164,0.004438,0.014704,0.268474,0.199995,143.018207,-10.463342,0.199995,1.106704,0.013027,0.013027,0.170387,2,1,1,4,1000.000000,1,1,1341,26800,0,1,1,1,1,1,1,1,1,0,26200,25000,19420,26140,24880,0,0.000000,143.018207,143.018207,298.948000,-155.929793,0,59.531270,17.529051,142.323936,2.324973,0.704422,-10.355745
26820000,22.630320,977.886738,298.377994,0.144474,-0.003407,9.972202,0.014987,-0.011434,-0.009542,0.110360,-0.042912,9.971701,0.963118,0.004277,0.014472,0.268655,0.199833,142.807577,-10.461746,0.199833,1.107335,0.013031,0.013031,0.170379,2,1,1,4,1000.000000,1,1,1342,26820,0,1,1,1,1,1,1,1,1,0,26220,25020,19440,26160,24900,0,0.000000,142.807577,142.807577,298.947700,-156.140123,0,59.577770,17.550733,142.120221,2.325079,0.706169,-10.358526
26840000,22.631718,977.911246,298.168919,0.159734,0.012172,9.997731,0.014958,-0.011335,-0.009384,0.126934,-0.026938,9.990679,0.963072,0.004115,0.014238,0.268836,0.199439,142.597061,-10.460158,0.199439,1.107967,0.013034,0.013034,0.170372,2,1,1,4,1000.000000,1,1,1343,26840,0,1,1,1,1,1,1,1,1,0,26240,25040,19460,26180,24920,0,0.000000,142.597061,142.597061,298.947400,-156.350339,0,59.623782,17.572486,141.916682,2.325194,0.707924,-10.361407
26860000,22.633116,977.935756,297.959033,0.170913,0.027545,10.023432,0.014911,-0.011229,-0.009224,0.139545,-0.011055,10.009877,0.963026,0.003951,0.014002,0.269017,0.198815,142.386656,-10.458577,0.198815,1.108598,0.013038,0.013038,0.170364,2,1,1,4,1000.000000,1,1,1344,26860,0,1,1,1,1,1,1,1,1,0,26260,25060,19480,26200,24940,0,0.000000,142.386656,142.386656,298.947100,-156.560444,0,59.669308,17.594307,141.713318,2.325318,0.709687,-10.364385
26880000,22.634514,977.960266,297.748283,0.177727,0.042453,10.048038,0.014847,-0.011115,-0.009064,0.147903,0.004476,10.028070,0.962979,0.003785,0.013764,0.269198,0.197961,142.176357,-10.457004,0.197961,1.109230,0.013041,0.013041,0.170356,2,1,1,4,1000.000000,1,1,1345,26880,0,1,1,1,1,1,1,1,1,0,26280,25080,19500,26220,24960,0,0.000000,142.176357,142.176357,298.946800,-156.770443,0,59.714348,17.616193,141.510126,2.325454,0.711456,-10.367456
26900000,22.635913,977.984776,297.536641,0.180000,0.056645,10.070321,0.014766,-0.010994,-0.008904,0.151829,0.019401,10.044075,0.962932,0.003619,0.013524,0.269379,0.196879,141.966161,-10.455440,0.196879,1.109862,0.013044,0.013044,0.170348,2,1,1,4,1000.000000,1,1,1346,26900,0,1,1,1,1,1,1,1,1,0,26300,25100,19520,26240,24980,0,0.000000,141.966161,141.966161,298.946500,-156.980339,0,59.758905,17.638138,141.307104,2.325600,0.713231,-10.370616
26920000,22.637311,978.009287,297.324099,0.177675,0.069881,10.089157,0.014668,-0.010865,-0.008742,0.151257,0.033479,10.056810,0.962886,0.003451,0.013282,0.269560,0.195568,141.756064,-10.453885,0.195568,1.110494,0.013048,0.013048,0.170341,2,1,1,4,1000.000000,1,1,1347,26920,0,1,1,1,1,1,1,1,1,0,26320,25120,19540,26260,25000,0,0.000000,141.756064,141.756064,298.946200,-157.190136,0,59.802981,17.660141,141.104250,2.325759,0.715012,-10.373860
26940000,22.638709,978.033798,297.110673,0.170811,0.081938,10.103576,0.014552,-0.010729,-0.008580,0.146242,0.046483,10.065344,0.962839,0.003282,0.013038,0.269742,0.194032,141.546061,-10.452338,0.194032,1.111127,0.013051,0.013051,0.170333,2,1,1,4,1000.000000,1,1,1348,26940,0,1,1,1,1,1,1,1,1,0,26340,25140,19560,26280,25020,0,0.000000,141.546061,141.546061,298.945900,-157.399839,0,59.846581,17.682197,140.901562,2.325932,0.716799,-10.377186
26960000,22.640107,978.058310,296.896400,0.159584,0.092611,10.112811,0.014420,-0.010585,-0.008417,0.136952,0.058208,10.068951,0.962792,0.003111,0.012792,0.269923,0.192271,141.336146,-10.450801,0.192271,1.111759,0.013055,0.013055,0.170325,2,1,1,4,1000.000000,1,1,1349,26960,0,1,1,1,1,1,1,1,1,0,26360,25160,19580,26300,25040,0,0.000000,141.336146,141.336146,298.945600,-157.609454,0,59.889707,17.704303,140.699037,2.326119,0.718590,-10.380589
26980000,22.641505,978.082822,296.681340,0.144280,0.101722,10.116333,0.014272,-0.010435,-0.008253,0.123666,0.068471,10.067141,0.962745,0.002940,0.012544,0.270104,0.190289,141.126314,-10.449274,0.190289,1.112392,0.013058,0.013058,0.170318,2,1,1,4,1000.000000,1,1,1350,26980,0,1,1,1,1,1,1,1,1,0,26380,25180,19600,26320,25060,0,0.000000,141.126314,141.126314,298.945300,-157.818986,0,59.932365,17.726455,140.496672,2.326321,0.720385,-10.384065
27000000,22.642903,978.107335,296.465571,0.125291,0.109116,10.113880,0.014106,-0.010277,-0.008089,0.106769,0.077113,10.059686,0.962698,0.002767,0.012295,0.270286,0.188086,140.916560,-10.447756,0.188086,1.113025,0.013062,0.013062,0.170310,2,1,1,4,1000.000000,1,1,1351,27000,0,1,1,1,1,1,1,1,1,0,26400,25200,19620,26340,25080,0,0.000000,140.916560,140.916560,298.945000,-158.028440,0,59.974559,17.748650,140.294466,2.326540,0.722184,-10.387609
27020000,22.644301,978.131849,296.249191,0.103100,0.114669,10.105466,0.013925,-0.010113,-0.007924,0.086739,0.084008,10.046634,0.962650,0.002594,0.012043,0.270467,0.185666,140.706875,-10.446249,0.185666,1.113658,0.013065,0.013065,0.170303,2,1,1,4,1000.000000,1,1,1352,27020,0,1,1,1,1,1,1,1,1,0,26420,25220,19640,26360,25100,0,0.000000,140.706875,140.706875,298.944700,-158.237825,0,60.016295,17.770883,140.092416,2.326775,0.723986,-10.391218
27040000,22.645700,978.156362,296.032316,0.078276,0.118287,10.091384,0.013727,-0.009941,-0.007758,0.064133,0.089056,10.028309,0.962603,0.002419,0.011790,0.270648,0.183031,140.497255,-10.444752,0.183031,1.114291,0.013068,0.013068,0.170295,2,1,1,4,1000.000000,1,1,1353,27040,0,1,1,1,1,1,1,1,1,0,26440,25240,19660,26380,25120,0,0.000000,140.497255,140.497255,298.944400,-158.447145,0,60.057579,17.793151,139.890519,2.327028,0.725791,-10.394886
27060000,22.647098,978.180877,295.815072,0.051453,0.119908,10.072187,0.013514,-0.009763,-0.007592,0.039578,0.092194,10.005293,0.962556,0.002244,0.011536,0.270830,0.180184,140.287691,-10.443266,0.180184,1.114925,0.013072,0.013072,0.170288,2,1,1,4,1000.000000,1,1,1354,27060,0,1,1,1,1,1,1,1,1,0,26460,25260,19680,26400,25140,0,0.000000,140.287691,140.287691,298.944100,-158.656409,0,60.098419,17.815451,139.688773,2.327300,0.727597,-10.398611
27080000,22.648496,978.205392,295.597601,0.023315,0.119506,10.048667,0.013285,-0.009579,-0.007425,0.013752,0.093389,9.978405,0.962508,0.002067,0.011279,0.271011,0.177130,140.078177,-10.441792,0.177130,1.115558,0.013075,0.013075,0.170281,2,1,1,4,1000.000000,1,1,1355,27080,0,1,1,1,1,1,1,1,1,0,26480,25280,19700,26420,25160,0,0.000000,140.078177,140.078177,298.943800,-158.865623,0,60.138821,17.837778,139.487174,2.327592,0.729406,-10.402386
27100000,22.649894,978.229907,295.380049,-0.005418,0.117086,10.021815,0.013040,-0.009387,-0.007258,-0.012635,0.092643,9.948655,0.962460,0.001890,0.011021,0.271193,0.173870,139.868705,-10.440328,0.173870,1.116192,0.013079,0.013079,0.170273,2,1,1,4,1000.000000,1,1,1356,27100,0,1,1,1,1,1,1,1,1,0,26500,25300,19720,26440,25180,0,0.000000,139.868705,139.868705,298.943500,-159.074795,0,60.178793,17.860129,139.285721,2.327903,0.731215,-10.406209
27120000,22.651292,978.254423,295.162571,-0.034013,0.112691,9.992771,0.012781,-0.009190,-0.007090,-0.038858,0.089993,9.917206,0.962412,0.001712,0.010762,0.271374,0.170410,139.659268,-10.438876,0.170410,1.116826,0.013082,0.013082,0.170266,2,1,1,4,1000.000000,1,1,1357,27120,0,1,1,1,1,1,1,1,1,0,26520,25320,19740,26460,25200,0,0.000000,139.659268,139.659268,298.943200,-159.283932,0,60.218343,17.882500,139.084410,2.328236,0.733024,-10.410074
27140000,22.652690,978.278939,294.945321,-0.061740,0.106394,9.962773,0.012506,-0.008986,-0.006921,-0.064194,0.085506,9.885310,0.962364,0.001534,0.010500,0.271556,0.166753,139.449857,-10.437437,0.166753,1.117460,0.013086,0.013086,0.170259,2,1,1,4,1000.000000,1,1,1358,27140,0,1,1,1,1,1,1,1,1,0,26540,25340,19760,26480,25220,0,0.000000,139.449857,139.449857,298.942900,-159.493043,0,60.257481,17.904888,138.883239,2.328591,0.734834,-10.413977
27160000,22.654087,978.303456,294.728454,-0.087889,0.098302,9.933094,0.012218,-0.008776,-0.006752,-0.087945,0.079286,9.854255,0.962316,0.001354,0.010238,0.271737,0.162903,139.240464,-10.436009,0.162903,1.118095,0.013089,0.013089,0.170252,2,1,1,4,1000.000000,1,1,1359,27160,0,1,1,1,1,1,1,1,1,0,26560,25360,19780,26500,25240,0,0.000000,139.240464,139.240464,298.942600,-159.702136,0,60.296216,17.927288,138.682205,2.328969,0.736643,-10.417913
27180000,22.655485,978.327973,294.512119,-0.111793,0.088551,9.904985,0.011915,-0.008561,-0.006582,-0.109450,0.071461,9.825299,0.962268,0.001174,0.009974,0.271919,0.158864,139.031082,-10.434594,0.158864,1.118729,0.013092,0.013092,0.170245,2,1,1,4,1000.000000,1,1,1360,27180,0,1,1,1,1,1,1,1,1,0,26580,25380,19800,26520,25260,0,0.000000,139.031082,139.031082,298.942300,-159.911218,0,60.334558,17.949698,138.481304,2.329370,0.738450,-10.421878
27200000,22.656883,978.352491,294.296457,-0.132841,0.077305,9.879610,0.011598,-0.008339,-0.006412,-0.128108,0.062192,9.799612,0.962219,0.000994,0.009708,0.272101,0.154642,138.821702,-10.433192,0.154642,1.119364,0.013096,0.013096,0.170238,2,1,1,4,1000.000000,1,1,1361,27200,0,1,1,1,1,1,1,1,1,0,26600,25400,19820,26540,25280,0,0.000000,138.821702,138.821702,298.942000,-160.120298,0,60.372518,17.972112,138.280534,2.329795,0.740256,-10.425868
27220000,22.658281,978.377009,294.081599,-0.150495,0.064754,9.857994,0.011268,-0.008112,-0.006241,-0.143390,0.051663,9.778221,0.962171,0.000813,0.009441,0.272282,0.150242,138.612315,-10.431803,0.150242,1.119999,0.013099,0.013099,0.170231,2,1,1,4,1000.000000,1,1,1362,27220,0,1,1,1,1,1,1,1,1,0,26620,25420,19840,26560,25300,0,0.000000,138.612315,138.612315,298.941700,-160.329385,0,60.410105,17.994528,138.079892,2.330245,0.742060,-10.429877
27240000,22.659679,978.401528,293.867662,-0.164305,0.051111,9.840971,0.010925,-0.007879,-0.006070,-0.154852,0.040079,9.761961,0.962122,0.000632,0.009173,0.272464,0.145667,138.402914,-10.430428,0.145667,1.120634,0.013103,0.013103,0.170224,2,1,1,4,1000.000000,1,1,1363,27240,0,1,1,1,1,1,1,1,1,0,26640,25440,19860,26580,25320,0,0.000000,138.402914,138.402914,298.941400,-160.538486,0,60.447332,18.016942,137.879375,2.330720,0.743861,-10.433901
27260000,22.661077,978.426047,293.654747,-0.173918,0.036605,9.829147,0.010569,-0.007641,-0.005898,-0.162151,0.027664,9.751430,0.962073,0.000450,0.008904,0.272645,0.140924,138.193489,-10.429066,0.140924,1.121269,0.013106,0.013106,0.170218,2,1,1,4,1000.000000,1,1,1364,27260,0,1,1,1,1,1,1,1,1,0,26660,25460,19880,26600,25340,0,0.000000,138.193489,138.193489,298.941100,-160.747611,0,60.484211,18.039349,137.678980,2.331222,0.745658,-10.437935
27280000,22.662475,978.450567,293.442937,-0.179088,0.021482,9.822870,0.010201,-0.007398,-0.005726,-0.165050,0.014658,9.746968,0.962024,0.000268,0.008633,0.272827,0.136019,137.984033,-10.427718,0.136019,1.121905,0.013110,0.013110,0.170211,2,1,1,4,1000.000000,1,1,1365,27280,0,1,1,1,1,1,1,1,1,0,26680,25480,19900,26620,25360,0,0.000000,137.984033,137.984033,298.940800,-160.956767,0,60.520753,18.061748,137.478704,2.331750,0.747451,-10.441976
27300000,22.663872,978.475088,293.232294,-0.179683,0.005996,9.822210,0.009822,-0.007150,-0.005553,-0.163425,0.001309,9.748633,0.961975,0.000086,0.008361,0.273008,0.130956,137.774537,-10.426384,0.130956,1.122540,0.013113,0.013113,0.170204,2,1,1,4,1000.000000,1,1,1366,27300,0,1,1,1,1,1,1,1,1,0,26700,25500,19920,26640,25380,0,0.000000,137.774537,137.774537,298.940500,-161.165963,0,60.556971,18.084132,137.278543,2.332306,0.749241,-10.446018
27320000,22.665270,978.499608,293.022861,-0.175689,-0.009592,9.826961,0.009431,-0.006897,-0.005380,-0.157267,-0.012127,9.756204,0.961926,-0.000097,0.008088,0.273190,0.125741,137.564992,-10.425064,0.125741,1.123176,0.013117,0.013117,0.170198,2,1,1,4,1000.000000,1,1,1367,27320,0,1,1,1,1,1,1,1,1,0,26720,25520,19940,26660,25400,0,0.000000,137.564992,137.564992,298.940200,-161.375208,0,60.592879,18.106500,137.078494,2.332890,0.751025,-10.450057
27340000,22.666668,978.524130,292.814655,-0.167206,-0.025017,9.836649,0.009029,-0.006640,-0.005207,-0.146689,-0.025394,9.769188,0.961877,-0.000280,0.007814,0.273371,0.120382,137.355392,-10.423760,0.120382,1.123812,0.013120,0.013120,0.170191,2,1,1,4,1000.000000,1,1,1368,27340,0,1,1,1,1,1,1,1,1,0,26740,25540,19960,26680,25420,0,0.000000,137.355392,137.355392,298.939900,-161.584508,0,60.628489,18.128847,136.878555,2.333503,0.752803,-10.454087
27360000,22.668066,978.548651,292.607675,-0.154451,-0.040020,9.850555,0.008616,-0.006377,-0.005033,-0.131912,-0.038238,9.786843,0.961827,-0.000463,0.007538,0.273553,0.114883,137.145726,-10.422470,0.114883,1.124448,0.013124,0.013124,0.170185,2,1,1,4,1000.000000,1,1,1369,27360,0,1,1,1,1,1,1,1,1,0,26760,25560,19980,26700,25440,0,0.000000,137.145726,137.145726,298.939600,-161.793874,0,60.663816,18.151170,136.678721,2.334144,0.754576,-10.458106
27380000,22.669463,978.573174,292.401892,-0.137752,-0.054348,9.867750,0.008194,-0.006111,-0.004858,-0.113271,-0.050411,9.808214,0.961778,-0.000645,0.007262,0.273734,0.109252,136.935989,-10.421195,0.109252,1.125084,0.013127,0.013127,0.170179,2,1,1,4,1000.000000,1,1,1370,27380,0,1,1,1,1,1,1,1,1,0,26780,25580,20000,26720,25460,0,0.000000,136.935989,136.935989,298.939300,-162.003311,0,60.698874,18.173464,136.478991,2.334816,0.756342,-10.462108
27400000,22.670861,978.597697,292.197259,-0.117533,-0.067759,9.887140,0.007762,-0.005840,-0.004684,-0.091200,-0.061679,9.832181,0.961728,-0.000828,0.006985,0.273916,0.103494,136.726172,-10.419936,0.103494,1.125721,0.013130,0.013130,0.170172,2,1,1,4,1000.000000,1,1,1371,27400,0,1,1,1,1,1,1,1,1,0,26800,25600,20020,26740,25480,0,0.000000,136.726172,136.726172,298.939000,-162.212828,0,60.733678,18.195727,136.279359,2.335518,0.758101,-10.466088
27420000,22.672259,978.622220,291.993707,-0.094312,-0.080026,9.907518,0.007321,-0.005566,-0.004508,-0.066221,-0.071821,9.857506,0.961678,-0.001011,0.006706,0.274097,0.097616,136.516268,-10.418692,0.097616,1.126358,0.013134,0.013134,0.170166,2,1,1,4,1000.000000,1,1,1372,27420,0,1,1,1,1,1,1,1,1,0,26820,25620,20040,26760,25500,0,0.000000,136.516268,136.516268,298.938700,-162.422432,0,60.768242,18.217955,136.079823,2.336250,0.759852,-10.470042
27440000,22.673656,978.646744,291.791147,-0.068681,-0.090942,9.927628,0.006872,-0.005288,-0.004333,-0.038933,-0.080637,9.882897,0.961628,-0.001194,0.006427,0.274279,0.091626,136.306269,-10.417465,0.091626,1.126995,0.013137,0.013137,0.170160,2,1,1,4,1000.000000,1,1,1373,27440,0,1,1,1,1,1,1,1,1,0,26840,25640,20060,26780,25520,0,0.000000,136.306269,136.306269,298.938400,-162.632131,0,60.802581,18.240145,135.880380,2.337014,0.761595,-10.473966
27460000,22.675054,978.671268,291.589472,-0.041296,-0.100324,9.946216,0.006415,-0.005006,-0.004157,-0.009998,-0.087948,9.907069,0.961578,-0.001376,0.006147,0.274460,0.085530,136.096169,-10.416253,0.085530,1.127632,0.013141,0.013141,0.170154,2,1,1,4,1000.000000,1,1,1374,27460,0,1,1,1,1,1,1,1,1,0,26860,25660,20080,26800,25540,0,0.000000,136.096169,136.096169,298.938100,-162.841931,0,60.836711,18.262291,135.681025,2.337809,0.763330,-10.477856
27480000,22.676452,978.695793,291.388559,-0.012856,-0.108013,9.962101,0.005950,-0.004721,-0.003981,0.019879,-0.093601,9.928800,0.961528,-0.001559,0.005866,0.274641,0.079335,135.885961,-10.415058,0.079335,1.128269,0.013144,0.013144,0.170148,2,1,1,4,1000.000000,1,1,1375,27480,0,1,1,1,1,1,1,1,1,0,26880,25680,20100,26820,25560,0,0.000000,135.885961,135.885961,298.937800,-163.051839,0,60.870648,18.284393,135.481757,2.338637,0.765055,-10.481706
27500000,22.677849,978.720318,291.188274,0.015912,-0.113879,9.974225,0.005479,-0.004432,-0.003804,0.049967,-0.097474,9.946993,0.961477,-0.001741,0.005584,0.274823,0.073048,135.675640,-10.413880,0.073048,1.128906,0.013148,0.013148,0.170142,2,1,1,4,1000.000000,1,1,1376,27500,0,1,1,1,1,1,1,1,1,0,26900,25700,20120,26840,25580,0,0.000000,135.675640,135.675640,298.937500,-163.261860,0,60.904408,18.306444,135.282570,2.339497,0.766771,-10.485514
27520000,22.679247,978.744844,290.988471,0.044274,-0.117823,9.981707,0.005001,-0.004141,-0.003627,0.079525,-0.099473,9.960729,0.961427,-0.001922,0.005302,0.275004,0.066677,135.465198,-10.412719,0.066677,1.129544,0.013151,0.013151,0.170137,2,1,1,4,1000.000000,1,1,1377,27520,0,1,1,1,1,1,1,1,1,0,26920,25720,20140,26860,25600,0,0.000000,135.465198,135.465198,298.937200,-163.472002,0,60.938007,18.328443,135.083462,2.340389,0.768477,-10.489273
27540000,22.680644,978.769370,290.788998,0.071504,-0.119778,9.983889,0.004517,-0.003847,-0.003450,0.107826,-0.099537,9.969304,0.961376,-0.002104,0.005019,0.275185,0.060228,135.254632,-10.411574,0.060228,1.130182,0.013155,0.013155,0.170131,2,1,1,4,1000.000000,1,1,1378,27540,0,1,1,1,1,1,1,1,1,0,26940,25740,20160,26880,25620,0,0.000000,135.254632,135.254632,298.936900,-163.682268,0,60.971461,18.350386,134.884430,2.341315,0.770172,-10.492981
27560000,22.682042,978.793897,290.589698,0.096909,-0.119713,9.980360,0.004028,-0.003550,-0.003273,0.134170,-0.097639,9.972267,0.961325,-0.002285,0.004735,0.275366,0.053710,135.043935,-10.410447,0.053710,1.130820,0.013158,0.013158,0.170125,2,1,1,4,1000.000000,1,1,1379,27560,0,1,1,1,1,1,1,1,1,0,26960,25760,20180,26900,25640,0,0.000000,135.043935,135.043935,298.936600,-163.892665,0,61.004788,18.372270,134.685469,2.342274,0.771856,-10.496633
